food_id,food_code,duplicate_code_sequence,source_row_index,food_name,description,group_code,previous_code,main_data_references,footnote,water_g_per_100g,energy_kcal_per_100g,energy_kj_per_100g,protein_g_per_100g,fat_g_per_100g,carbs_g_per_100g,starch_g_per_100g,sugars_g_per_100g,glucose_g_per_100g,fructose_g_per_100g,sucrose_g_per_100g,lactose_g_per_100g,alcohol_g_per_100g,fibre_nsp_g_per_100g,fibre_aoac_g_per_100g,fibre_g_per_100g,saturated_fat_g_per_100g,monounsaturated_fat_g_per_100g,polyunsaturated_fat_g_per_100g,trans_fat_g_per_100g,cholesterol_mg_per_100g,sodium_mg_per_100g,salt_g_per_100g,potassium_mg_per_100g,calcium_mg_per_100g,magnesium_mg_per_100g,phosphorus_mg_per_100g,iron_mg_per_100g,copper_mg_per_100g,zinc_mg_per_100g,selenium_ug_per_100g,iodine_ug_per_100g,vitamin_a_retinol_ug_per_100g,vitamin_d_ug_per_100g,vitamin_e_mg_per_100g,vitamin_k1_ug_per_100g,thiamin_mg_per_100g,riboflavin_mg_per_100g,niacin_mg_per_100g,vitamin_b6_mg_per_100g,vitamin_b12_ug_per_100g,folate_ug_per_100g,vitamin_c_mg_per_100g
13-256,13-256,1,1233,"Gourd, tinda, raw",Literature sources,DG,,"Vegetables, Herbs and Spices Supplement, 1991",,93.5,21.0,89.0,1.4,0.2,3.6,0.8,2.8,,,,0.0,,,,,,,,,0.0,35.0,0.0875,24.0,25.0,14.0,24.0,0.9,0.12,,,,0.0,0.0,,,0.04,0.08,0.3,,0.0,,18.0
17-745,17-745,1,1234,"Grape juice, unsweetened","10 samples, 6 brands; 100% red juice",PE,14-273,"LGC, Fruit and vegetables, 1989-1990; and industry data, 2013",,83.6,62.0,265.0,0.3,0.1,16.0,0.0,16.0,7.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0175,55.0,19.0,7.0,14.0,0.9,0.0,0.1,1.0,,0.0,0.0,0.0,,0.0,0.01,0.1,0.04,0.0,1.0,0.0
14-275,14-275,1,1235,"Grapefruit juice, unsweetened","50 samples; cartons, canned, bottled and frozen",PE,50-1089,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990",Frozen samples were diluted as per manufacturers' instructions prior to analysis,89.4,33.0,140.0,0.4,0.1,8.3,0.0,8.3,3.0,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0175,100.0,14.0,8.0,11.0,0.2,0.01,0.0,1.0,,0.0,0.0,0.19,,0.04,0.01,0.2,0.02,0.0,6.0,31.0
14-107,14-107,1,1236,"Grapefruit, canned in juice, whole contents","10 samples, 8 brands. Drained proportion = 0.52",FA,50-901,"Reviewed 2013. LGC, Nutritional composition of fruit products, 1985-1986",,88.6,30.0,120.0,0.6,0.0,7.3,0.0,7.3,3.6,3.4,0.3,0.0,0.0,0.4,,0.4,0.0,0.0,0.0,0.0,0.0,10.0,0.025,72.0,22.0,8.0,16.0,0.3,0.01,0.0,0.0,,0.0,0.0,0.1,,0.04,0.01,0.3,0.02,0.0,6.0,33.0
14-384,14-384,1,1237,"Grapefruit, flesh only, raw","11 samples, imported, pink, red and white",FA,14-292,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,88.6,34.077,144.636,0.888,0.5,6.9399999999999995,0.0,6.9399999999999995,1.9,2.1,2.94,0.0,0.0,1.3,0.9,0.9,0.07,0.07,0.12,0.0,0.0,0.78,0.002,129.0,23.2,8.21,18.25,0.09,0.04,0.05,0.0,0.0,0.0,0.0,0.27,0.01,0.07,0.02,0.3,0.02,0.0,23.0,35.0
14-385,14-385,1,1238,"Grapefruit, flesh only, raw, weighed with peel and pips",Calculated from 14-384,FA,14-304,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,62.9,24.0,102.0,0.6,0.4,4.9,0.0,4.9,1.3,1.5,2.1,0.0,0.0,0.9,0.6,0.6,0.05,0.05,0.09,0.0,0.0,1.0,0.0025,92.0,16.0,6.0,13.0,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.19,0.01,0.05,0.01,0.2,0.01,0.0,16.0,25.0
14-350,14-350,1,1239,"Grapes, average",Average of green (14-322) and red grapes (14-323),FA,14-109,"DH, Nutrient analysis of fruit and vegetables, 2013",,81.9,65.0,277.0,0.7,0.2,16.1,0.0,16.1,7.5,8.6,0.0,0.0,0.0,0.7,1.3,1.3,0.06,0.01,0.06,0.0,0.0,1.0,0.0025,215.0,10.0,7.0,19.0,0.23,0.09,0.0,0.0,1.0,0.0,0.0,0.19,,0.07,0.01,0.2,0.04,0.0,6.0,2.0
14-351,14-351,1,1240,"Grapes, average, weighed with pips",Calculated from average grapes (14-350) using edible conversion factor of 0.98,FA,14-110,"DH, Nutrient analysis of fruit and vegetables, 2013",,80.3,64.0,272.0,0.7,0.2,15.8,0.0,15.8,7.4,8.4,0.0,0.0,0.0,0.7,1.3,1.3,0.06,0.01,0.06,0.0,0.0,1.0,0.0025,211.0,10.0,7.0,19.0,0.23,0.09,0.0,0.0,1.0,0.0,0.0,0.19,,0.07,0.01,0.2,0.04,0.0,6.0,2.0
14-322,14-322,1,1241,"Grapes, green","21 samples, seedless, autumn and winter, including Crimson, Flame",FA,,"DH, Nutrient analysis of fruit and vegetables, 2013",,82.7,62.0,263.0,0.7,0.2,15.2,0.0,15.2,7.3,7.9,0.0,0.0,0.0,0.7,1.2,1.2,0.07,0.01,0.07,0.0,0.0,1.0,0.0025,217.0,8.0,6.0,19.0,0.21,0.07,0.0,0.0,1.0,0.0,0.0,0.18,,0.04,0.01,0.2,0.04,0.0,6.0,2.0
14-323,14-323,1,1242,"Grapes, red","21 samples, seedless, autumn and winter, including Crimson, Flame",FA,,"DH, Nutrient analysis of fruit and vegetables, 2013",,81.1,67.0,286.0,0.6,0.1,17.0,0.0,17.0,7.7,9.3,0.0,0.0,0.0,0.6,1.3,1.3,0.04,0.01,0.04,0.0,0.0,1.0,0.0025,213.0,11.0,7.0,18.0,0.24,0.1,0.0,0.0,1.0,0.0,0.0,0.2,,0.09,0.01,0.2,0.04,0.0,6.0,3.0
17-724,17-724,1,1243,Gravy instant granules,"7 samples, 3 brands",WY,17-310,"LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013",,4.0,407.0,1714.0,4.4,16.1,65.2,,5.3,,,,0.0,0.0,,1.6,1.6,10.66,,,,,5300.0,13.25,150.0,22.0,15.0,71.0,0.5,0.24,0.3,,,,0.0,,,,,,,0.0,0.0,0.0
17-725,17-725,1,1244,"Gravy instant granules, made up with water",Calculated from 23.5g granules to 300ml water,WY,17-311,"LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013",,93.0,30.0,125.0,0.3,1.2,4.7,,0.4,,,,0.0,0.0,,0.1,0.1,0.77,,,,,385.0,0.9625,11.0,2.0,1.0,5.0,0.04,0.02,0.0,,,,0.0,,,,,,,0.0,0.0,0.0
13-608,13-608,1,1245,"Green beans, dried",Calculated from raw beans (13-514),DI,17-415,"DH, Nutrient analysis of fruit and vegetables, 2013",,10.5,246.0,1040.0,21.6,4.4,31.9,9.3,22.6,8.2,14.4,0.0,0.0,0.0,25.7,35.0,35.0,0.82,0.0,2.47,0.0,0.0,0.0,0.0,2942.0,535.0,254.0,386.0,10.7,0.62,3.9,6.0,17.0,0.0,0.0,4.53,,0.0,0.0,8.2,0.0,0.0,0.0,0.0
14-111,14-111,1,1246,"Greengages, raw",Flesh and skin,FA,,"LGC, Nutritional composition of fresh fruit, 1985-1986",,82.0,41.0,173.0,0.8,0.1,9.7,0.0,9.7,4.7,2.2,2.7,0.0,,2.1,,2.1,0.0,0.0,0.0,,0.0,1.0,0.0025,310.0,17.0,8.0,23.0,0.4,0.08,0.1,0.0,,0.0,0.0,0.7,,0.05,0.04,0.6,0.05,0.0,3.0,5.0
14-112,14-112,1,1247,"Greengages, raw, weighed with stones",Calculated from 14-111,FA,,"LGC, Nutritional composition of fresh fruit, 1985-1986",,77.9,38.0,163.0,0.7,0.1,9.2,0.0,9.2,4.5,2.1,2.6,0.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,1.0,0.0025,290.0,16.0,8.0,22.0,0.4,0.08,0.1,0.0,,0.0,0.0,0.67,,0.05,0.04,0.6,0.05,0.0,3.0,5.0
14-113,14-113,1,1248,"Greengages, stewed with sugar","Calculated from 1000g fruit, 100g water, 120g sugar",FA,,"LGC, Nutritional composition of fresh fruit, 1985-1986",,72.4,81.0,347.0,0.7,0.1,20.7,0.0,20.7,4.9,2.7,13.0,0.0,,1.9,,1.9,0.0,0.0,0.0,,0.0,0.0,0.0,280.0,15.0,7.0,20.0,0.4,0.07,0.1,0.0,,0.0,0.0,0.63,,0.03,0.03,0.4,0.04,0.0,0.0,3.0
14-114,14-114,1,1249,"Greengages, stewed with sugar, weighed with stones",Calculated from 14-113,FA,,"LGC, Nutritional composition of fresh fruit, 1985-1986",,69.5,78.0,334.0,0.7,0.1,19.9,0.0,19.9,4.8,2.6,12.4,0.0,,1.8,,1.8,0.0,0.0,0.0,,0.0,0.0,0.0,270.0,14.0,7.0,19.0,0.3,0.07,0.1,0.0,,0.0,0.0,0.6,,0.03,0.03,0.4,0.04,0.0,0.0,3.0
14-116,14-116,1,1250,"Greengages, stewed without sugar, weighed with stones",Calculated from 14-115,FA,,"LGC, Nutritional composition of fresh fruit, 1985-1986",,79.1,34.0,147.0,0.6,0.1,8.3,0.0,8.3,4.1,2.0,2.1,0.0,,1.8,,1.8,0.0,0.0,0.0,,0.0,1.0,0.0025,270.0,14.0,7.0,20.0,0.4,0.07,0.1,0.0,,0.0,0.0,0.6,,0.03,0.03,0.4,0.03,0.0,0.0,3.0
14-115,14-115,1,1251,"Greengages, stones, removed, stewed without sugar","1000g fruit, 100g water; stones removed",FA,,"LGC, Nutritional composition of fresh fruit, 1985-1986",,83.3,36.0,155.0,0.7,0.1,8.7,0.0,8.7,4.3,2.1,2.2,0.0,,1.9,,1.9,0.0,0.0,0.0,,0.0,1.0,0.0025,280.0,15.0,7.0,21.0,0.4,0.07,0.1,0.0,,0.0,0.0,0.63,,0.03,0.03,0.4,0.04,0.0,0.0,3.0
14-117,14-117,1,1252,"Grenadillas, flesh and seeds",Analysis and literature sources;,FA,,"Fruit and Nuts Supplement, 1992",,74.7,42.0,179.0,2.8,0.3,7.5,0.0,7.5,2.9,2.2,2.4,0.0,,3.3,,3.3,0.1,0.1,0.1,,0.0,28.0,0.07,350.0,16.0,39.0,54.0,1.1,0.12,0.8,,,0.0,0.0,,,0.0,0.1,1.9,,0.0,,20.0
18-377,18-377,1,1253,"Grouse, meat only, roasted","10 samples, meat from dressed carcase",MCG,50-450,"LGC, Poultry and game surveys, 1983-1984",,69.0,128.0,543.0,27.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.2,1.2,0.0,,110.0,0.275,380.0,45.0,32.0,260.0,4.6,0.34,1.6,20.0,,,,,,0.19,0.8,7.0,0.64,1.0,37.0,0.0
18-378,18-378,1,1254,"Grouse, meat only, roasted, weighed with bone","Calculated from roast, meat only 18-377",MCG,50-451,"LGC, Poultry and game surveys, 1983-1984",,31.7,59.0,249.0,12.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2,0.1,0.5,0.0,,51.0,0.1275,180.0,21.0,15.0,120.0,2.1,0.16,0.8,9.0,,,,,,0.08,0.37,3.2,0.29,0.0,17.0,0.0
17-797,17-797,1,1255,"Guacamole, homemade",Recipe,WC,17-580,Updated 2014,,80.0,128.0,529.0,1.4,12.7,2.2,0.0,1.3,0.6,0.6,0.1,0.0,,2.5,,2.5,2.67,7.87,1.44,0.0,0.0,5.0,0.0125,364.0,10.0,19.0,32.0,0.33,0.13,0.3,0.0,2.0,0.0,0.0,2.23,,0.08,0.12,0.9,0.25,0.0,15.0,13.0
14-118,14-118,1,1256,"Guava, flesh only, raw",Literature sources,FA,50-905,"Fruit and Nuts Supplement, 1992",,84.7,26.0,112.0,0.8,0.5,5.0,0.1,4.9,2.1,2.3,0.5,0.0,0.0,3.7,,3.7,,,,0.0,0.0,5.0,0.0125,230.0,13.0,12.0,25.0,0.4,0.1,0.2,,,0.0,0.0,,,0.04,0.04,1.0,0.14,0.0,,230.0
14-119,14-119,1,1257,"Guava, raw, weighed with skin and pips",Calculated from 14-118,FA,50-906,"Fruit and Nuts Supplement, 1992",,76.2,24.0,102.0,0.7,0.5,4.5,0.1,4.4,1.9,2.1,0.5,0.0,0.0,3.3,,3.3,,,,0.0,0.0,5.0,0.0125,210.0,12.0,11.0,23.0,0.4,0.09,0.2,,,0.0,0.0,,,0.04,0.04,0.9,0.13,0.0,,210.0
11-1081,11-1081,1,1258,"Gulab jamen/jambu, homemade",Recipe,AP,11-659,Updated 2014,,37.8,273.0,1153.0,6.5,6.6,49.9,14.3,35.6,0.0,0.0,28.7,7.0,,0.5,0.5,0.5,0.62,3.69,1.83,0.01,2.2,115.0,0.2875,246.0,207.0,23.0,192.0,0.37,0.06,0.7,,,69.0,0.2,1.43,6.81,0.07,0.21,0.3,0.09,0.4,8.0,1.0
11-1083,11-1083,1,1259,"Gulab jamen/jambu, retail",Recipe,AP,11-661,Updated 2014,,37.0,306.0,1287.0,7.2,12.8,43.3,4.4,38.9,0.0,0.0,29.6,9.3,,0.2,,0.2,4.38,5.64,1.98,0.01,30.4,106.0,0.265,323.0,249.0,26.0,191.0,0.26,0.06,0.9,,,70.0,0.1,1.67,6.39,0.07,0.32,0.2,0.11,0.6,11.0,1.0
16-063,16-063,1,1260,"Haddock, coated in crumbs, frozen, fried in blended oil","10 samples, 7 brands; shallow fried in blended oil for 10-15 minutes per side",JA,50-580,"Reviewed 2014. Fish and Fish Products Supplement, 1993",Composition of oven baked haddock in crumbs is very similar to fried in blended oil,59.9,196.0,822.0,14.7,10.0,12.6,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,0.6,,,,0.0,,290.0,0.725,230.0,120.0,21.0,200.0,0.8,0.05,0.4,18.0,250.0,0.0,0.0,,,0.08,0.08,2.8,0.24,1.0,,0.0
16-064,16-064,1,1261,"Haddock, coated in crumbs, frozen, fried in blended oil, weighed with bones and skin",Calculated from fried in blended oil 16-063,JA,50-581,"Reviewed 2014. Fish and Fish Products Supplement, 1993",,47.9,157.0,657.0,11.8,8.0,10.1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,0.5,,,,0.0,,230.0,0.575,180.0,96.0,17.0,160.0,0.6,0.04,0.3,14.0,200.0,0.0,0.0,,,0.06,0.06,2.2,0.19,1.0,,0.0
16-062,16-062,1,1262,"Haddock, coated in crumbs, frozen, raw","10 samples, 7 brands; fillets and steaks",JA,,"Reviewed 2014. Fish and Fish Products Supplement, 1993",,65.3,141.0,595.0,13.8,5.2,10.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,0.6,,,,0.0,,290.0,0.725,250.0,120.0,22.0,170.0,0.6,0.05,0.3,22.0,210.0,0.0,0.0,,,0.08,0.06,2.5,0.31,1.0,,0.0
16-057,16-057,1,1263,"Haddock, fillets, flesh only, in flour, fried in blended oil, weighed with bones and skin",Calculated from fried in blended oil 16-056,JA,,"Reviewed 2014. Fish and Fish Products Supplement, 1993",,61.4,120.0,507.0,18.4,3.6,3.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,0.2,0.4,1.3,1.7,0.0,,62.0,0.155,330.0,43.0,23.0,190.0,0.2,0.01,0.4,24.0,290.0,0.0,0.0,0.86,,0.03,0.09,3.7,0.39,2.0,,0.0
16-058,16-058,1,1264,"Haddock, fillets, flesh only, in flour, fried in dripping","12 samples, shallow fried in dripping for 7 minutes per side, fillets; flesh only",JA,50-582,"Reviewed 2014. Fish and Fish Products Supplement, 1993",,70.6,138.0,582.0,21.1,4.1,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,0.2,2.3,1.5,0.1,,,71.0,0.1775,380.0,49.0,27.0,220.0,0.2,0.01,0.5,28.0,330.0,,,0.4,,0.04,0.1,4.3,0.45,2.0,,0.0
16-059,16-059,1,1265,"Haddock, fillets, flesh only, in flour, fried in dripping, weighed with bones and skin",Calculated from fried in dripping 16-058,JA,50-583,"Reviewed 2014. Fish and Fish Products Supplement, 1993",,61.4,120.0,507.0,18.4,3.6,3.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,0.2,2.0,1.3,0.1,,,62.0,0.155,330.0,43.0,23.0,190.0,0.2,0.01,0.4,24.0,290.0,,,0.35,,0.03,0.09,3.7,0.39,2.0,,0.0
16-060,16-060,1,1266,"Haddock, fillets, flesh only, in flour, fried in sunflower oil","12 samples, shallow fried in sunflower oil for 7 minutes per side, fillets; flesh only",JA,,"Reviewed 2014. Fish and Fish Products Supplement, 1993",,70.6,138.0,582.0,21.1,4.1,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,0.2,0.5,0.8,2.6,0.0,,71.0,0.1775,380.0,49.0,27.0,220.0,0.2,0.01,0.5,28.0,330.0,0.0,0.0,2.02,,0.04,0.1,4.3,0.45,2.0,,0.0
16-061,16-061,1,1267,"Haddock, fillets, flesh only, in flour, fried in sunflower oil, weighed with bones and skin",Calculated from fried in sunflower oil 16-060,JA,,"Reviewed 2014. Fish and Fish Products Supplement, 1993",,61.4,120.0,507.0,18.4,3.6,3.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,0.2,0.4,0.7,2.2,0.0,,62.0,0.155,330.0,43.0,23.0,190.0,0.2,0.01,0.4,24.0,290.0,0.0,0.0,1.76,,0.03,0.09,3.7,0.39,2.0,,0.0
16-376,16-376,1,1268,"Haddock, flesh only, grilled","11 samples, 11 products, frozen and chilled",JA,16-045,"DH, Nutrient analysis of fish and fish products, 2013",,75.9,98.0,417.0,23.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.06,0.05,0.11,0.0,40.5,92.0,0.23,433.0,20.0,33.0,232.0,0.17,0.02,0.5,48.0,421.0,1.0,0.0,0.52,,0.09,0.14,4.0,0.29,2.4,6.0,0.0
16-471,16-471,1,1269,"Haddock, flesh only, grilled, fillets weighed with bones and skin",Calculated from 16-376 using edible conversion factor of 0.88,JA,16-046,"DH, Nutrient analysis of fish and fish products, 2013",,66.8,87.0,368.0,21.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.1,0.0,35.6,81.0,0.2025,381.0,18.0,29.0,204.0,0.15,0.02,0.4,43.0,370.0,1.0,0.0,0.46,,0.08,0.12,3.5,0.26,2.1,5.0,0.0
16-473,16-473,1,1270,"Haddock, flesh only, poached","Calculated from 16-375 using 21.8% weight loss (taken from smoked haddock, poached in 2013 fish survey)",JA,,"DH, Nutrient analysis of fish and fish products, 2013",,76.6,96.0,406.0,22.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.11,0.11,0.13,0.0,62.8,87.0,0.2175,403.0,14.0,32.0,208.0,0.15,0.03,0.4,44.0,409.0,1.0,0.0,0.63,,0.15,0.19,5.6,0.37,2.4,13.0,0.0
16-474,16-474,1,1271,"Haddock, flesh only, poached, fillets weighed with bones and skin",Calculated from 16-473 using edible conversion factor of 0.87,JA,16-048,"DH, Nutrient analysis of fish and fish products, 2013",,66.6,84.0,355.0,19.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.1,0.09,0.11,0.0,54.7,76.0,0.19,350.0,12.0,28.0,181.0,0.13,0.02,0.3,38.0,355.0,1.0,0.0,0.55,,0.13,0.17,4.9,0.32,2.1,11.0,0.0
16-375,16-375,1,1272,"Haddock, flesh only, raw","11 samples, 11 products, frozen and chilled",JA,16-044 16-051,"DH, Nutrient analysis of fish and fish products, 2013",,81.7,75.0,317.0,17.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.09,0.08,0.1,0.0,49.1,68.0,0.17,315.0,11.0,25.0,163.0,0.12,0.02,0.3,34.0,320.0,1.0,0.0,0.49,,0.13,0.15,4.9,0.29,1.9,10.0,0.0
16-402,16-402,1,1273,"Haddock, flesh only, smoked, poached","10 samples, 10 products, frozen and chilled",JA,16-066,"DH, Nutrient analysis of fish and fish products, 2013",,76.0,92.0,389.0,21.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.09,0.07,0.21,0.0,65.0,464.0,1.16,265.0,24.0,25.0,164.0,0.17,0.02,0.4,42.0,217.0,2.0,,0.77,,0.11,0.14,6.3,0.22,2.4,8.0,0.0
16-475,16-475,1,1274,"Haddock, flesh only, smoked, poached, fillets weighed with bones and skin",Calculated from 16-042 using edible conversion factor of 0.88,JA,16-067,"DH, Nutrient analysis of fish and fish products, 2013",,66.9,80.0,341.0,19.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.08,0.06,0.18,0.0,57.2,408.0,1.02,233.0,21.0,22.0,144.0,0.15,0.02,0.4,37.0,191.0,2.0,,0.68,,0.1,0.12,5.5,0.19,2.1,7.0,0.0
16-492,16-492,1,1275,"Haddock, flesh only, smoked, raw",Calculated from poached 16-402,JA,16-065,"DH, Nutrient analysis of fish and fish products, 2013",,78.3,83.0,352.0,19.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.19,0.0,59.0,420.0,1.05,240.0,22.0,23.0,148.0,0.15,0.02,0.4,38.0,196.0,0.0,0.0,0.7,,0.1,0.13,5.7,0.2,2.1,7.0,0.0
16-493,16-493,1,1276,"Haddock, flesh only, smoked, steamed",Calculated from 16-068 and 16-402,JA,16-068,"DH, Nutrient analysis of fish and fish products, 2013; and Fish and Fish Products Supplement, 1993",,71.6,95.0,402.0,22.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.21,0.0,77.0,549.0,1.3725,314.0,29.0,30.0,194.0,0.2,0.02,0.5,50.0,257.0,2.0,0.0,0.8,,0.11,0.14,6.5,0.23,2.4,8.0,0.0
16-494,16-494,1,1277,"Haddock, flesh only, smoked, steamed, weighed with bones and skin",Calculated from steamed 16-493,JA,16-069,"DH, Nutrient analysis of fish and fish products, 2013; and Fish and Fish Products Supplement, 1993",,63.7,84.0,358.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.19,0.0,69.0,489.0,1.2225,279.0,25.0,27.0,173.0,0.18,0.02,0.5,44.0,229.0,2.0,,0.71,,0.1,0.13,5.8,0.2,2.2,7.0,0.0
16-377,16-377,1,1278,"Haddock, flesh only, steamed","11 samples, 11 products, frozen and chilled",JA,16-049,"DH, Nutrient analysis of fish and fish products, 2013",,78.2,93.0,393.0,21.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.12,0.09,0.22,0.0,74.0,84.0,0.21,376.0,14.0,28.0,199.0,0.16,0.03,0.4,51.0,381.0,1.0,0.0,0.57,,0.07,0.11,3.9,0.24,2.1,9.0,0.0
16-472,16-472,1,1279,"Haddock, flesh only, steamed, fillets weighed with bones and skin",Calculated from 16-377 using edible conversion factor of 0.87,JA,16-050,"DH, Nutrient analysis of fish and fish products, 2013",,68.0,81.0,342.0,19.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.19,0.0,64.4,73.0,0.1825,327.0,13.0,24.0,173.0,0.14,0.03,0.4,45.0,331.0,1.0,0.0,0.5,,0.06,0.1,3.4,0.21,1.9,8.0,0.0
16-052,16-052,1,1280,"Haddock, in batter, fried in blended oil","Samples as fried in retail blend oil, fatty acids calculated",JA,,"Reviewed 2014. LGC, Analytical survey of fish and fish products, 1991-1992",,57.6,232.0,969.0,17.1,14.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.4,,0.4,1.5,5.1,6.9,,,180.0,0.45,280.0,180.0,28.0,270.0,0.4,0.04,0.5,21.0,,,0.0,,,0.07,0.13,2.2,0.23,,27.0,0.0
16-053,16-053,1,1281,"Haddock, in batter, fried in dripping","Samples as fried in retail blend oil, fatty acids calculated",JA,,"Reviewed 2014. LGC, Analytical survey of fish and fish products, 1991-1992",,57.6,232.0,969.0,17.1,14.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.4,,0.4,7.8,5.2,0.4,,,180.0,0.45,280.0,180.0,28.0,270.0,0.4,0.04,0.5,21.0,,,0.0,,,0.07,0.13,2.2,0.23,,27.0,0.0
16-495,16-495,1,1282,"Haddock, in batter, fried in retail blend oil",20 samples purchased from fish and chip shops. Fatty acids calculated,JA,16-054,"LGC, Analytical survey of fish and fish products, 1991-1992. As 16-054; fatty acids calculated from cod in batter, takeaway 16-368 (2011)",,57.6,232.0,969.0,17.1,14.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,0.4,7.22,5.09,0.83,0.32,58.0,180.0,0.45,280.0,180.0,28.0,270.0,0.4,0.04,0.5,21.0,,0.0,0.0,1.48,,0.07,0.13,2.2,0.23,,27.0,0.0
16-055,16-055,1,1283,"Haddock, in batter, fried in sunflower oil","Samples as fried in retail blend oil, fatty acids calculated",JA,,"Reviewed 2014. LGC, Analytical survey of fish and fish products, 1991-1992",,57.6,232.0,969.0,17.1,14.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.4,,0.4,2.0,3.4,10.7,,,180.0,0.45,280.0,180.0,28.0,270.0,0.4,0.04,0.5,21.0,,,0.0,,,0.07,0.13,2.2,0.23,,27.0,0.0
19-132,19-132,1,1284,"Haggis, boiled",8 samples,MI,50-512,"Reviewed 2013. MW4, 1978",,46.2,310.0,1292.0,10.7,21.7,19.2,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,0.2,7.6,6.9,1.4,,91.0,770.0,1.925,170.0,29.0,36.0,160.0,4.8,0.44,1.9,,,1800.0,0.1,0.41,,0.16,0.35,1.5,0.07,2.0,8.0,0.0
16-071,16-071,1,1285,"Hake, flesh only, grilled","Calculated from raw, steaks; flesh only",JA,,"Fish and Fish Products Supplement, 1993",,74.1,113.0,478.0,22.2,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.4,0.7,0.7,,28.0,130.0,0.325,340.0,17.0,28.0,240.0,0.6,0.04,0.4,,,,0.0,,,,,,,,,0.0
16-072,16-072,1,1286,"Hake, flesh only, grilled, weighed with bones and skin",Calculated from grilled 16-071,JA,,"Fish and Fish Products Supplement, 1993",,48.2,74.0,310.0,14.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.3,0.5,0.4,,18.0,84.0,0.21,220.0,11.0,18.0,150.0,0.4,0.03,0.2,,,,0.0,,,,,,,,,0.0
16-070,16-070,1,1287,"Hake, flesh only, raw",Literature sources,JA,,"Fish and Fish Products Supplement, 1993",,79.0,92.0,387.0,18.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.3,0.6,0.5,,23.0,100.0,0.25,270.0,14.0,23.0,190.0,0.5,0.03,0.3,,,,0.0,,,,,,,,,0.0
